Compound,k2,log_k2,Source,Notes,SMILES
T1179 + TCO,13837318602.0105,10.141051940613988,Svatunek computational data,Calculated from ΔG‡ = 15.14 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(CC)nn2
T0870 + TCO,13777897346.57091,10.139182944679165,Svatunek computational data,Calculated from ΔG‡ = 15.15 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ccccc1)nn2
T1370 + TCO,13718731262.360613,10.137313948744342,Svatunek computational data,Calculated from ΔG‡ = 15.16 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(C(F)(F)F)cc1)nn2
T0436 + TCO,13694442668.306519,10.136544362182944,Svatunek computational data,Calculated from ΔG‡ = 15.16 kJ/mol,c1ccccc1/C=C/c2nncnn2
T0389 + TCO,13690976381.317856,10.136434421245603,Svatunek computational data,Calculated from ΔG‡ = 15.17 kJ/mol,C=Cc2nnc(c1cnccc1)nn2
T0603 + TCO,13687510972.096922,10.13632448032076,Svatunek computational data,Calculated from ΔG‡ = 15.17 kJ/mol,CC(=C)c2nnc(I)nn2
T0604 + TCO,13687510971.702976,10.136324480308259,Svatunek computational data,Calculated from ΔG‡ = 15.17 kJ/mol,CC(=C)c2nnc(c1ccccc1)nn2
T1104 + TCO,13677120005.274462,10.13599465750873,Svatunek computational data,Calculated from ΔG‡ = 15.17 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1ccc(O)cc1)nn2
T0239 + TCO,13621834594.627415,10.134235602486251,Svatunek computational data,Calculated from ΔG‡ = 15.18 kJ/mol,c1c(O)cccc1c2nnc(I)nn2
T0969 + TCO,13608048195.667482,10.133795838749382,Svatunek computational data,Calculated from ΔG‡ = 15.18 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(c1ccc(O)cc1)nn2
T1056 + TCO,13597717553.550903,10.133466015937353,Svatunek computational data,Calculated from ΔG‡ = 15.18 kJ/mol,c1cc(OC)ccc1c2nnc(c1c(O)cccc1)nn2
T1222 + TCO,13597717553.159567,10.133466015924855,Svatunek computational data,Calculated from ΔG‡ = 15.18 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ccc(OC)cc1)nn2
T1212 + TCO,13573643210.566536,10.132696429375956,Svatunek computational data,Calculated from ΔG‡ = 15.19 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1sccc1)nn2
T0651 + TCO,13542753102.46839,10.131706960927374,Svatunek computational data,Calculated from ΔG‡ = 15.19 kJ/mol,s1cccc1c2nnc(c1c(O)cccc1)nn2
T1199 + TCO,13474359868.842657,10.129508142168024,Svatunek computational data,Calculated from ΔG‡ = 15.2 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(c1ccc(O)cc1)nn2
T0509 + TCO,13443695704.775457,10.128518673744441,Svatunek computational data,Calculated from ΔG‡ = 15.21 kJ/mol,CSc2nnc(c1ncccn1)nn2
T0624 + TCO,13433489831.96743,10.128188850932412,Svatunek computational data,Calculated from ΔG‡ = 15.21 kJ/mol,CC(=C)c2nnc(C#Cc1ccccc1)nn2
T0441 + TCO,13379189218.863472,10.126429795909935,Svatunek computational data,Calculated from ΔG‡ = 15.22 kJ/mol,c1ccccc1/C=C/c2nnc(Cl)nn2
T1042 + TCO,13325108098.729712,10.124670740887456,Svatunek computational data,Calculated from ΔG‡ = 15.23 kJ/mol,c1cc(OC)ccc1c2nnc(Br)nn2
T0741 + TCO,13314992253.657028,10.124340918112926,Svatunek computational data,Calculated from ΔG‡ = 15.23 kJ/mol,o1cccc1c2nnc(c1occc1)nn2
T0883 + TCO,13304884087.330086,10.124011095313397,Svatunek computational data,Calculated from ΔG‡ = 15.24 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1cc(O)ccc1)nn2
T0750 + TCO,13254458242.203741,10.122361981240761,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1occc1c2nnc(c1ccccc1)nn2
T0447 + TCO,13251103322.455656,10.122252040303419,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1ccccc1/C=C/c2nnc(c1ccncc1)nn2
T0107 + TCO,13247749251.511238,10.122142099353576,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1ncncc1c2nnc(C)nn2
T1127 + TCO,13244396029.918217,10.122032158416234,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(c1ccc(OC)cc1)nn2
T0992 + TCO,13214255203.79289,10.12104268998015,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(C)nn2
T1347 + TCO,13214255203.79289,10.12104268998015,Svatunek computational data,Calculated from ΔG‡ = 15.25 kJ/mol,c1(NC)ccccc1c2nnc(c1c(O)cccc1)nn2
T1303 + TCO,13120921697.49731,10.11796434373456,Svatunek computational data,Calculated from ΔG‡ = 15.27 kJ/mol,CC(=O)Nc2nnc(C=C)nn2
T1417 + TCO,13107642262.17129,10.117524579972692,Svatunek computational data,Calculated from ΔG‡ = 15.27 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1cocc1)nn2
T0701 + TCO,13074502444.07433,10.116425170586767,Svatunek computational data,Calculated from ΔG‡ = 15.28 kJ/mol,c1sccc1c2nnc(C(C)=C)nn2
T0036 + TCO,13051354437.436535,10.115655584025369,Svatunek computational data,Calculated from ΔG‡ = 15.28 kJ/mol,Ic2nnc(I)nn2
T0630 + TCO,13021652924.513882,10.114666115601786,Svatunek computational data,Calculated from ΔG‡ = 15.29 kJ/mol,CC(=C)c2nnc(C(C)=C)nn2
T0711 + TCO,13011767447.971546,10.114336292777258,Svatunek computational data,Calculated from ΔG‡ = 15.29 kJ/mol,o1cccc1c2nnc(I)nn2
T1109 + TCO,12972300532.987328,10.113017001541648,Svatunek computational data,Calculated from ΔG‡ = 15.3 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(C=C)nn2
T0260 + TCO,12972300531.867313,10.11301700150415,Svatunek computational data,Calculated from ΔG‡ = 15.3 kJ/mol,c1cc(O)ccc1c2nnc(Br)nn2
T0399 + TCO,12959171514.315548,10.112577237779778,Svatunek computational data,Calculated from ΔG‡ = 15.3 kJ/mol,C=Cc2nnc(c1c(O)cccc1)nn2
T1228 + TCO,12949333471.334143,10.11224741496775,Svatunek computational data,Calculated from ΔG‡ = 15.3 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(CC)nn2
T0068 + TCO,12939502897.342245,10.111917592168222,Svatunek computational data,Calculated from ΔG‡ = 15.3 kJ/mol,c1cnccc1c2nnc(C)nn2
T0593 + TCO,12932953327.158573,10.111697710281039,Svatunek computational data,Calculated from ΔG‡ = 15.31 kJ/mol,COC(=C)c2nnc(SC)nn2
T1020 + TCO,12916593902.528923,10.111148005581827,Svatunek computational data,Calculated from ΔG‡ = 15.31 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0833 + TCO,12913324502.132168,10.111038064656983,Svatunek computational data,Calculated from ΔG‡ = 15.31 kJ/mol,c1cc(N)ccc1c2nnc(c1ncccn1)nn2
T0264 + TCO,12887199069.418503,10.110158537145743,Svatunek computational data,Calculated from ΔG‡ = 15.31 kJ/mol,c1cc(O)ccc1c2nnc(c1cnccc1)nn2
T1355 + TCO,12857871131.359549,10.109169068709662,Svatunek computational data,Calculated from ΔG‡ = 15.32 kJ/mol,c1(NC)ccccc1c2nnc(C#Cc1ccccc1)nn2
T0844 + TCO,12818871010.211647,10.10784977747405,Svatunek computational data,Calculated from ΔG‡ = 15.33 kJ/mol,c1cc(N)ccc1c2nnc(CF)nn2
T1253 + TCO,12786461287.687466,10.106750368100624,Svatunek computational data,Calculated from ΔG‡ = 15.33 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(C=C)nn2
T1415 + TCO,12773520353.381693,10.106310604338756,Svatunek computational data,Calculated from ΔG‡ = 15.34 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1cscc1)nn2
T0475 + TCO,12757362602.445618,10.105760899652044,Svatunek computational data,Calculated from ΔG‡ = 15.34 kJ/mol,COc2nnc(c1ncccc1)nn2
T0674 + TCO,12721887457.870255,10.104551549341275,Svatunek computational data,Calculated from ΔG‡ = 15.35 kJ/mol,c1sccc1c2nnc(I)nn2
T0950 + TCO,12718667340.11539,10.104441608391435,Svatunek computational data,Calculated from ΔG‡ = 15.35 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(C(C)C)nn2
T1084 + TCO,12715448038.15685,10.104331667466589,Svatunek computational data,Calculated from ΔG‡ = 15.35 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(CC)nn2
T0017 + TCO,12641628568.588137,10.101803025907712,Svatunek computational data,Calculated from ΔG‡ = 15.36 kJ/mol,Clc2nnc(C)nn2
T0770 + TCO,12612859485.228388,10.10081355745913,Svatunek computational data,Calculated from ΔG‡ = 15.37 kJ/mol,c1occc1c2nnc(C#Cc1ccccc1)nn2
T0275 + TCO,12600094250.368074,10.10037379370976,Svatunek computational data,Calculated from ΔG‡ = 15.37 kJ/mol,c1cc(O)ccc1c2nnc(c1cc(O)ccc1)nn2
T0675 + TCO,12580970617.599678,10.099714148073206,Svatunek computational data,Calculated from ΔG‡ = 15.37 kJ/mol,c1sccc1c2nnc(c1ccccc1)nn2
T0763 + TCO,12549162374.387274,10.09861473869978,Svatunek computational data,Calculated from ΔG‡ = 15.38 kJ/mol,c1occc1c2nnc(c1cc(O)ccc1)nn2
T0274 + TCO,12539635592.626314,10.098284915887753,Svatunek computational data,Calculated from ΔG‡ = 15.38 kJ/mol,c1cc(O)ccc1c2nnc(c1c(O)cccc1)nn2
T1316 + TCO,12533288423.441504,10.098065034025566,Svatunek computational data,Calculated from ΔG‡ = 15.38 kJ/mol,CC(=O)Nc2nnc(c1ccc(N)cc1)nn2
T0639 + TCO,12523773692.137688,10.09773521120104,Svatunek computational data,Calculated from ΔG‡ = 15.39 kJ/mol,s1cccc1c2nnc(c1ccccc1)nn2
T0830 + TCO,12511098619.311834,10.09729544745167,Svatunek computational data,Calculated from ΔG‡ = 15.39 kJ/mol,c1cc(N)ccc1c2nnc(c1ncccc1)nn2
T0520 + TCO,12501600733.90881,10.096965624639642,Svatunek computational data,Calculated from ΔG‡ = 15.39 kJ/mol,CSc2nnc(CF)nn2
T0740 + TCO,12469993160.514008,10.095866215278717,Svatunek computational data,Calculated from ΔG‡ = 15.4 kJ/mol,o1cccc1c2nnc(c1cscc1)nn2
T0899 + TCO,12407017549.197367,10.093667396519367,Svatunek computational data,Calculated from ΔG‡ = 15.41 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1occc1)nn2
T0652 + TCO,12388186956.136127,10.093007750882812,Svatunek computational data,Calculated from ΔG‡ = 15.41 kJ/mol,s1cccc1c2nnc(c1cc(O)ccc1)nn2
T0442 + TCO,12363123949.307913,10.092128223384073,Svatunek computational data,Calculated from ΔG‡ = 15.42 kJ/mol,c1ccccc1/C=C/c2nnc(Br)nn2
T1180 + TCO,12201445787.316114,10.086411294629762,Svatunek computational data,Calculated from ΔG‡ = 15.45 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(C(C)C)nn2
T0213 + TCO,12145974297.012579,10.084432357745097,Svatunek computational data,Calculated from ΔG‡ = 15.46 kJ/mol,c1(O)ccccc1c2nnc(CC)nn2
T0023 + TCO,12121401319.722237,10.083552830246356,Svatunek computational data,Calculated from ΔG‡ = 15.47 kJ/mol,Brc2nnc(C)nn2
T0592 + TCO,12103004217.408422,10.082893184622302,Svatunek computational data,Calculated from ΔG‡ = 15.47 kJ/mol,COC(=C)c2nnc(OC)nn2
T1364 + TCO,12099940749.470444,10.08278324368496,Svatunek computational data,Calculated from ΔG‡ = 15.47 kJ/mol,c1(NC)ccccc1c2nnc(c1occc1)nn2
T1178 + TCO,12041881963.753048,10.08069436587545,Svatunek computational data,Calculated from ΔG‡ = 15.48 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(C)nn2
T0025 + TCO,12041881963.059937,10.080694365850453,Svatunek computational data,Calculated from ΔG‡ = 15.48 kJ/mol,Brc2nnc(C(C)C)nn2
T1057 + TCO,12008396398.049889,10.079485015564684,Svatunek computational data,Calculated from ΔG‡ = 15.49 kJ/mol,c1cc(OC)ccc1c2nnc(c1cc(O)ccc1)nn2
T0353 + TCO,12002318124.920582,10.07926513368375,Svatunek computational data,Calculated from ΔG‡ = 15.49 kJ/mol,C#Cc2nnc(C)nn2
T0703 + TCO,11848357396.336397,10.073658145860533,Svatunek computational data,Calculated from ΔG‡ = 15.52 kJ/mol,c1sccc1c2nnc(c1cscc1)nn2
T1348 + TCO,11839362635.429396,10.073328323048504,Svatunek computational data,Calculated from ΔG‡ = 15.53 kJ/mol,c1(NC)ccccc1c2nnc(c1cc(O)ccc1)nn2
T0659 + TCO,11830374702.956165,10.072998500236476,Svatunek computational data,Calculated from ΔG‡ = 15.53 kJ/mol,s1cccc1c2nnc(C#Cc1ccccc1)nn2
T0434 + TCO,11806440227.071152,10.072118972737735,Svatunek computational data,Calculated from ΔG‡ = 15.53 kJ/mol,c1ccccc1C#Cc2nnc(C=C)nn2
T1064 + TCO,11776590214.866682,10.071019563351811,Svatunek computational data,Calculated from ΔG‡ = 15.54 kJ/mol,c1cc(OC)ccc1c2nnc(C#Cc1ccccc1)nn2
T1335 + TCO,11764671352.2073,10.070579799602442,Svatunek computational data,Calculated from ΔG‡ = 15.54 kJ/mol,c1(NC)ccccc1c2nnc(c1ccccc1)nn2
T0506 + TCO,11758716445.54958,10.070359917740255,Svatunek computational data,Calculated from ΔG‡ = 15.54 kJ/mol,CSc2nnc(c1ncccc1)nn2
T0779 + TCO,11726018294.432379,10.069150567416989,Svatunek computational data,Calculated from ΔG‡ = 15.55 kJ/mol,c1occc1c2nnc(c1occc1)nn2
T0039 + TCO,11717116408.421867,10.06882074461746,Svatunek computational data,Calculated from ΔG‡ = 15.55 kJ/mol,c1ccccc1c2nnc(CC)nn2
T1334 + TCO,11672708243.045094,10.067171630557322,Svatunek computational data,Calculated from ΔG‡ = 15.56 kJ/mol,c1(NC)ccccc1c2nnc(I)nn2
T0776 + TCO,11649092747.768135,10.066292103046083,Svatunek computational data,Calculated from ΔG‡ = 15.57 kJ/mol,c1occc1c2nnc(C(C)=C)nn2
T1044 + TCO,11555107576.33664,10.062773993051122,Svatunek computational data,Calculated from ΔG‡ = 15.59 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccccc1)nn2
T1305 + TCO,11520058959.090744,10.061454701790513,Svatunek computational data,Calculated from ΔG‡ = 15.59 kJ/mol,CC(=O)Nc2nnc(/C=C/c1ccccc1)nn2
T1255 + TCO,11464782602.916283,10.059365823981004,Svatunek computational data,Calculated from ΔG‡ = 15.6 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0598 + TCO,11418439863.56802,10.057606768977275,Svatunek computational data,Calculated from ΔG‡ = 15.61 kJ/mol,CC(=C)c2nnc(CC)nn2
T0386 + TCO,11346404066.529528,10.054858245537462,Svatunek computational data,Calculated from ΔG‡ = 15.63 kJ/mol,C=Cc2nnc(I)nn2
T0502 + TCO,11346404066.529528,10.054858245537462,Svatunek computational data,Calculated from ΔG‡ = 15.63 kJ/mol,CSc2nnc(Cl)nn2
T0739 + TCO,11340660873.291548,10.054638363662777,Svatunek computational data,Calculated from ΔG‡ = 15.63 kJ/mol,o1cccc1c2nnc(c1sccc1)nn2
T0471 + TCO,11311988482.392387,10.053538954264354,Svatunek computational data,Calculated from ΔG‡ = 15.64 kJ/mol,COc2nnc(Cl)nn2
T1401 + TCO,11246316790.532497,10.051010312717974,Svatunek computational data,Calculated from ΔG‡ = 15.65 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(O)cc1)nn2
T0446 + TCO,11243470164.166937,10.050900371780632,Svatunek computational data,Calculated from ΔG‡ = 15.65 kJ/mol,c1ccccc1/C=C/c2nnc(c1cnccc1)nn2
T0262 + TCO,11237779072.8362,10.050680489905947,Svatunek computational data,Calculated from ΔG‡ = 15.65 kJ/mol,c1cc(O)ccc1c2nnc(c1ccccc1)nn2
T0409 + TCO,11226405530.671461,10.050240726156577,Svatunek computational data,Calculated from ΔG‡ = 15.66 kJ/mol,c1ccccc1C#Cc2nnc(CC)nn2
T0400 + TCO,11212204788.544342,10.049691021457365,Svatunek computational data,Calculated from ΔG‡ = 15.66 kJ/mol,C=Cc2nnc(c1cc(O)ccc1)nn2
T0462 + TCO,11175366870.788902,10.04826178928441,Svatunek computational data,Calculated from ΔG‡ = 15.67 kJ/mol,c1ccccc1/C=C/c2nnc(C#C)nn2
T0429 + TCO,11166883014.884174,10.047931966459885,Svatunek computational data,Calculated from ΔG‡ = 15.67 kJ/mol,c1ccccc1C#Cc2nnc(c1ccc(O)cc1)nn2
T1277 + TCO,11135830609.951109,10.046722616149117,Svatunek computational data,Calculated from ΔG‡ = 15.68 kJ/mol,CC(=O)Nc2nnc(C)nn2
T1083 + TCO,11133011949.761824,10.046612675224274,Svatunek computational data,Calculated from ΔG‡ = 15.68 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(C)nn2
T0480 + TCO,11118929345.01671,10.046062970525062,Svatunek computational data,Calculated from ΔG‡ = 15.68 kJ/mol,COc2nnc(c1cncnc1)nn2
T0706 + TCO,11096434220.98578,10.045183443026321,Svatunek computational data,Calculated from ΔG‡ = 15.69 kJ/mol,o1cccc1c2nnc(CC)nn2
T0903 + TCO,11076788323.310514,10.044413856452424,Svatunek computational data,Calculated from ΔG‡ = 15.69 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2
T0920 + TCO,11062776838.779898,10.04386415177821,Svatunek computational data,Calculated from ΔG‡ = 15.69 kJ/mol,O=N(=O)c2nnc(N)nn2
T1361 + TCO,11059976669.372229,10.043754210840868,Svatunek computational data,Calculated from ΔG‡ = 15.69 kJ/mol,c1(NC)ccccc1c2nnc(C(C)=C)nn2
T1414 + TCO,11054378456.365097,10.043534328953685,Svatunek computational data,Calculated from ΔG‡ = 15.7 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1sccc1)nn2
T1363 + TCO,11026429868.836403,10.04243491958026,Svatunek computational data,Calculated from ΔG‡ = 15.7 kJ/mol,c1(NC)ccccc1c2nnc(c1cscc1)nn2
T0731 + TCO,10998551943.222136,10.041335510206833,Svatunek computational data,Calculated from ΔG‡ = 15.71 kJ/mol,o1cccc1c2nnc(C=C)nn2
T0948 + TCO,10981859030.917915,10.04067586457028,Svatunek computational data,Calculated from ΔG‡ = 15.71 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(C)nn2
T1206 + TCO,10948549174.853039,10.03935657332217,Svatunek computational data,Calculated from ΔG‡ = 15.72 kJ/mol,c1cc(C(=O)O)ccc1c2nnc(/C=C/c1ccccc1)nn2
T1424 + TCO,10943007363.575684,10.039136691459984,Svatunek computational data,Calculated from ΔG‡ = 15.72 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(OC)cc1)nn2
T0749 + TCO,10937468356.759373,10.0389168095728,Svatunek computational data,Calculated from ΔG‡ = 15.72 kJ/mol,c1occc1c2nnc(I)nn2
T1482 + TCO,10912577502.4503,10.037927341136717,Svatunek computational data,Calculated from ΔG‡ = 15.73 kJ/mol,c1cc([O-])ccc1c2nnc(NC(=O)C)nn2
T0057 + TCO,10909815350.946522,10.037817400199375,Svatunek computational data,Calculated from ΔG‡ = 15.73 kJ/mol,c1ccncc1c2nnc(C)nn2
T0778 + TCO,10887743293.613052,10.036937872713134,Svatunek computational data,Calculated from ΔG‡ = 15.73 kJ/mol,c1occc1c2nnc(c1cscc1)nn2
T0002 + TCO,10857467108.521889,10.035728522389865,Svatunek computational data,Calculated from ΔG‡ = 15.74 kJ/mol,Cc2nncnn2
T1365 + TCO,10846478472.540668,10.035288758627997,Svatunek computational data,Calculated from ΔG‡ = 15.74 kJ/mol,c1(NC)ccccc1c2nnc(c1cocc1)nn2
T0477 + TCO,10838244295.128206,10.034958935828469,Svatunek computational data,Calculated from ΔG‡ = 15.74 kJ/mol,COc2nnc(c1ccncc1)nn2
T0896 + TCO,10786239469.971422,10.03287005801896,Svatunek computational data,Calculated from ΔG‡ = 15.76 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(C(C)=C)nn2
T1070 + TCO,10737201938.79687,10.030891121134296,Svatunek computational data,Calculated from ΔG‡ = 15.77 kJ/mol,c1cc(OC)ccc1c2nnc(C(C)=C)nn2
T1073 + TCO,10731767104.226158,10.030671239247113,Svatunek computational data,Calculated from ΔG‡ = 15.77 kJ/mol,c1cc(OC)ccc1c2nnc(c1occc1)nn2
T0456 + TCO,10729050719.094505,10.030561298322269,Svatunek computational data,Calculated from ΔG‡ = 15.77 kJ/mol,c1ccccc1/C=C/c2nnc(c1c(O)cccc1)nn2
T0444 + TCO,10712766839.15332,10.029901652698214,Svatunek computational data,Calculated from ΔG‡ = 15.77 kJ/mol,c1ccccc1/C=C/c2nnc(c1ccccc1)nn2
T0511 + TCO,10691093437.452055,10.029022125186973,Svatunek computational data,Calculated from ΔG‡ = 15.78 kJ/mol,CSc2nnc(c1cncnc1)nn2
T0387 + TCO,10664063336.945398,10.027922715813549,Svatunek computational data,Calculated from ΔG‡ = 15.78 kJ/mol,C=Cc2nnc(c1ccccc1)nn2
T0702 + TCO,10655967640.908875,10.027592893001522,Svatunek computational data,Calculated from ΔG‡ = 15.79 kJ/mol,c1sccc1c2nnc(c1sccc1)nn2
T0234 + TCO,10647878090.774927,10.027263070189493,Svatunek computational data,Calculated from ΔG‡ = 15.79 kJ/mol,c1c(O)cccc1c2nnc(CC)nn2
T0665 + TCO,10607522365.468058,10.025613956129355,Svatunek computational data,Calculated from ΔG‡ = 15.8 kJ/mol,s1cccc1c2nnc(C(C)=C)nn2
T1227 + TCO,10607522365.468058,10.025613956129355,Svatunek computational data,Calculated from ΔG‡ = 15.8 kJ/mol,c1cc(C(=O)OC)ccc1c2nnc(C)nn2
T0884 + TCO,10599469592.588596,10.02528413330483,Svatunek computational data,Calculated from ΔG‡ = 15.8 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(O)cc1)nn2
T0508 + TCO,10580703556.209427,10.024514546755931,Svatunek computational data,Calculated from ΔG‡ = 15.8 kJ/mol,CSc2nnc(c1ccncc1)nn2
T1368 + TCO,10513952807.006027,10.021766023309869,Svatunek computational data,Calculated from ΔG‡ = 15.82 kJ/mol,c1(NC)ccccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2
T1406 + TCO,10508630974.137823,10.021546141422684,Svatunek computational data,Calculated from ΔG‡ = 15.82 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(C=C)nn2
T0976 + TCO,10503311835.61893,10.021326259560498,Svatunek computational data,Calculated from ΔG‡ = 15.82 kJ/mol,c1cc(C(F)(F)F)ccc1c2nnc(/C=C/c1ccccc1)nn2
T0669 + TCO,10497995389.17855,10.021106377685813,Svatunek computational data,Calculated from ΔG‡ = 15.82 kJ/mol,c1sccc1c2nnc(CC)nn2
T0031 + TCO,10468802999.200468,10.019897027375045,Svatunek computational data,Calculated from ΔG‡ = 15.83 kJ/mol,Ic2nnc(CC)nn2
T0638 + TCO,10455560579.978485,10.019347322688333,Svatunek computational data,Calculated from ΔG‡ = 15.83 kJ/mol,s1cccc1c2nnc(I)nn2
T1430 + TCO,10442334911.336372,10.01879761798912,Svatunek computational data,Calculated from ΔG‡ = 15.84 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(c1c(NC)cccc1)nn2
T1077 + TCO,10381711988.28248,10.016268976417743,Svatunek computational data,Calculated from ΔG‡ = 15.85 kJ/mol,c1cc(OC)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2
T0921 + TCO,10363331484.77618,10.015499389856346,Svatunek computational data,Calculated from ΔG‡ = 15.86 kJ/mol,O=N(=O)c2nnc(NC)nn2
T1111 + TCO,10316216622.458368,10.01352045298418,Svatunek computational data,Calculated from ΔG‡ = 15.87 kJ/mol,c1cc(C(=O)N)ccc1c2nnc(/C=C/c1ccccc1)nn2
T1381 + TCO,10316216622.458368,10.01352045298418,Svatunek computational data,Calculated from ΔG‡ = 15.87 kJ/mol,c1cc(C(=O)[O-])ccc1c2nnc(CC)nn2
T1022 + TCO,10271915948.265297,10.011651457049357,Svatunek computational data,Calculated from ΔG‡ = 15.88 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(SC)nn2
T1021 + TCO,10271915947.969683,10.011651457036859,Svatunek computational data,Calculated from ΔG‡ = 15.88 kJ/mol,c1cc(N(=O)=O)ccc1c2nnc(OC)nn2
T0900 + TCO,10212282391.942318,10.009122815490478,Svatunek computational data,Calculated from ΔG‡ = 15.89 kJ/mol,c1cc(NC(=O)C)ccc1c2nnc(c1cocc1)nn2
T0726 + TCO,10209697496.562683,10.009012874553136,Svatunek computational data,Calculated from ΔG‡ = 15.89 kJ/mol,o1cccc1c2nnc(c1ccc(O)cc1)nn2
T0497 + TCO,10209697496.562683,10.009012874553136,Svatunek computational data,Calculated from ΔG‡ = 15.89 kJ/mol,CSc2nncnn2
T0492 + TCO,10204529668.47546,10.008792992678451,Svatunek computational data,Calculated from ΔG‡ = 15.89 kJ/mol,COc2nnc(C#C)nn2
T0472 + TCO,10099163755.443481,10.004285414234909,Svatunek computational data,Calculated from ΔG‡ = 15.92 kJ/mol,COc2nnc(Br)nn2
T0476 + TCO,9954484639.68458,9.998018780793885,Svatunek computational data,Calculated from ΔG‡ = 15.96 kJ/mol,COc2nnc(c1cnccc1)nn2
T0261 + TCO,9919267621.23937,9.996479607658591,Svatunek computational data,Calculated from ΔG‡ = 15.96 kJ/mol,c1cc(O)ccc1c2nnc(I)nn2
T0503 + TCO,9914246800.485813,9.996259725821403,Svatunek computational data,Calculated from ΔG‡ = 15.97 kJ/mol,CSc2nnc(Br)nn2
